date,population,admission,release,los_1_day,los_2-3_days,los_4-7_days,los_8-14_days,los_15-30_days,los_31-60_days,los_61-90_days,los_91-182_days,los_183-365_days,los_365+_days
2020-07-26,111656.38788445215,1992.3197216325661,1095.3307861514086,0,0,0,0,0,0,0,0,0,0
2020-07-27,112152.44325349975,1699.6379034507481,2993.256776827399,0,0,0,0,0,0,0,0,0,0
2020-07-28,111457.24862254734,2297.18714587499,2581.255959833935,0,0,0,0,0,0,0,0,0,0
2020-07-29,111418.72719420929,2541.642995548193,2589.4312420680403,0,0,0,0,0,0,0,0,0,0
2020-07-30,111337.08076587129,2509.602995548193,2593.14228102908,0,0,0,0,0,0,0,0,0,0
2020-07-31,111357.79148039038,2610.552995548193,2574.4887096005086,0,0,0,0,0,0,0,0,0,0
2020-08-01,111419.30576633808,2637.377995548193,1137.8637096005086,0,0,0,0,0,0,0,0,0,0
2020-08-02,112151.32005228577,1869.877995548193,1101.8637096005086,0,0,0,0,0,0,0,0,0,0
2020-08-03,112876.83433823343,1827.377995548193,2927.7137096005085,0,0,0,0,0,0,0,0,0,0
2020-08-04,112414.41529084777,2465.2946622148597,2808.3387096005085,0,0,0,0,0,0,0,0,0,0
2020-08-05,112206.37124346214,2599.31966221486,2603.122042933842,0,0,0,0,0,0,0,0,0,0
2020-08-06,112421.79386274319,2793.9992076694048,2829.849315661115,0,0,0,0,0,0,0,0,0,0
2020-08-07,112295.76193656963,2703.3173894875868,2626.1826489944483,0,0,0,0,0,0,0,0,0,0
2020-08-08,112500.47243463853,2818.1431470633443,1194.8243156611145,0,0,0,0,0,0,0,0,0,0
2020-08-09,113286.9495993741,1977.4226925178903,1137.990982327781,0,0,0,0,0,0,0,0,0,0
2020-08-10,113939.42676410965,1793.4681470633448,2963.457648994448,0,0,0,0,0,0,0,0,0,0
2020-08-11,113604.17059551188,2625.3681470633446,3347.7608235976213,0,0,0,0,0,0,0,0,0,0
2020-08-12,113688.5255380252,3433.9157661109634,2594.917966454765,0,0,0,0,0,0,0,0,0,0
2020-08-13,113769.92809958618,2676.3205280157254,2763.3660184028167,0,0,0,0,0,0,0,0,0,0
2020-08-14,113763.74624556274,2757.184164379362,2694.5602712763803,0,0,0,0,0,0,0,0,0,0
2020-08-15,113875.95250479972,2806.7665305133683,1186.6158268319364,0,0,0,0,0,0,0,0,0,0
2020-08-16,114888.38098625894,2201.710974957812,1260.0424934986029,0,0,0,0,0,0,0,0,0,0
2020-08-17,115577.48946771813,1956.1509749578124,3097.915509371619,0,0,0,0,0,0,0,0,0,0
2020-08-18,115046.94715552655,2565.253799420931,2896.566429221121,0,0,0,0,0,0,0,0,0,0
2020-08-19,115073.43922660271,2924.836278075043,2731.487064141756,0,0,0,0,0,0,0,0,0,0
2020-08-20,115101.3598691074,2758.241039979805,2901.2213408713155,0,0,0,0,0,0,0,0,0,0
2020-08-21,115320.67359337313,3021.6588677495192,2687.333605022259,0,0,0,0,0,0,0,0,0,0
2020-08-22,115579.85398430553,2947.847329287981,1274.1669383555927,0,0,0,0,0,0,0,0,0,0
2020-08-23,116549.03437523791,2243.847329287981,1327.3669383555928,0,0,0,0,0,0,0,0,0,0
2020-08-24,117196.28143283696,1960.9917737324254,3094.487514097273,0,0,0,0,0,0,0,0,0,0
2020-08-25,116835.88344696433,2735.6895282246332,3087.8208474306066,0,0,0,0,0,0,0,0,0,0
2020-08-26,117173.81879442502,3426.6895282246332,2750.6656093353677,0,0,0,0,0,0,0,0,0,0
2020-08-27,117220.69128474286,2797.5380996532044,2822.876720446479,0,0,0,0,0,0,0,0,0,0
2020-08-28,117404.51933061625,3006.704766319871,2887.8100537798123,0,0,0,0,0,0,0,0,0,0
2020-08-29,117471.81404315631,2952.7047663198714,1230.0100537798132,0,0,0,0,0,0,0,0,0,0
2020-08-30,118562.60875569638,2323.6047663198715,1247.47672044648,0,0,0,0,0,0,0,0,0,0
2020-08-31,119470.90346823641,2155.771432986538,3307.1433871131458,0,0,0,0,0,0,0,0,0,0
2020-09-01,118969.53151410984,2805.7714329865375,3237.481551364354,0,0,0,0,0,0,0,0,0,0
2020-09-02,118660.99289331654,2936.826988542093,2965.784656954416,0,0,0,0,0,0,0,0,0,0
2020-09-03,118768.96078045979,3073.752544097649,3139.083811288454,0,0,0,0,0,0,0,0,0,0
2020-09-04,118640.90382616538,3013.0152290870783,3097.7221833814774,0,0,0,0,0,0,0,0,0,0
2020-09-05,118558.39687187097,3016.1152290870787,1287.6221833814777,0,0,0,0,0,0,0,0,0,0
2020-09-06,119464.88991757657,2194.115229087078,1284.5221833814776,0,0,0,0,0,0,0,0,0,0
2020-09-07,120096.73296328218,1916.3652290870784,1169.1927855066253,0,0,0,0,0,0,0,0,0,0
2020-09-08,120922.81213649662,1996.2636942582708,3506.734521043815,0,0,0,0,0,0,0,0,0,0
2020-09-09,120245.3413097111,2829.2636942582703,3279.1678543771486,0,0,0,0,0,0,0,0,0,0
2020-09-10,119841.43714959221,2875.263694258271,3020.0774503367447,0,0,0,0,0,0,0,0,0,0
2020-09-11,119773.29511068546,2950.49310373768,2878.0774503367443,0,0,0,0,0,0,0,0,0,0
2020-09-12,119791.6530717787,2897.7687447633207,1250.077450336745,0,0,0,0,0,0,0,0,0,0
2020-09-13,120774.1776995386,2230.7354114299874,1222.3338605931551,0,0,0,0,0,0,0,0,0,0
2020-09-14,121496.65104524724,1939.512101406678,3327.682478641773,0,0,0,0,0,0,0,0,0,0
2020-09-15,120869.72049485195,2701.6519282465047,3049.415811975106,0,0,0,0,0,0,0,0,0,0
2020-09-16,120782.12327779004,2961.8185949131716,3087.915811975106,0,0,0,0,0,0,0,0,0,0
2020-09-17,120536.0260607281,2841.818594913171,2980.45152626082,0,0,0,0,0,0,0,0,0,0
2020-09-18,120465.00027223758,2909.8900234846,2906.1029914622854,0,0,0,0,0,0,0,0,0,0
2020-09-19,120404.57576579833,2847.5246388692153,1232.9491453084395,0,0,0,0,0,0,0,0,0,0
2020-09-20,121407.90125935916,2237.0246388692153,1235.5991453084398,0,0,0,0,0,0,0,0,0,0
2020-09-21,122079.31766201083,1907.0155479601242,3279.2658119751063,0,0,0,0,0,0,0,0,0,0
2020-09-22,121478.56739799587,2678.5155479601244,3008.335256419551,0,0,0,0,0,0,0,0,0,0
2020-09-23,121254.19213398083,2784.7933257379027,2990.7099332669545,0,0,0,0,0,0,0,0,0,0
2020-09-24,120966.13481078451,2706.1355646160455,2964.9638555543443,0,0,0,0,0,0,0,0,0,0
2020-09-25,120764.70109104997,2763.530135819822,2743.1305222210103,0,0,0,0,0,0,0,0,0,0
2020-09-26,120969.10070464881,2947.530135819822,1276.6305222210106,0,0,0,0,0,0,0,0,0,0
2020-09-27,121796.00031824759,2103.530135819822,1226.2933129186852,0,0,0,0,0,0,0,0,0,0
2020-09-28,122453.46969928825,1883.072771478737,3547.296372894206,0,0,0,0,0,0,0,0,0,0
2020-09-29,121799.27241366229,2893.0990872682105,3020.296372894206,0,0,0,0,0,0,0,0,0,0
2020-09-30,121544.07512803627,2765.0990872682105,3230.0797062275387,0,0,0,0,0,0,0,0,0,0
2020-10-01,121584.97784241028,3268.790112909236,3208.3930595408915,0,0,0,0,0,0,0,0,0,0
2020-10-02,121250.27166567543,2882.0711651902884,2699.3694159348265,0,0,0,0,0,0,0,0,0,0
2020-10-03,121091.92747166796,2652.4745519431253,1268.4854126172222,0,0,0,0,0,0,0,0,0,0
2020-10-04,121758.58327766057,1934.474551943125,1067.7557378204745,0,0,0,0,0,0,0,0,0,0
2020-10-05,122369.82851454741,1679.5209747073527,2877.1442226689587,0,0,0,0,0,0,0,0,0,0
2020-10-06,121928.44526658581,2434.7609747073534,3368.8108893356252,0,0,0,0,0,0,0,0,0,0
2020-10-07,121574.72868529089,3015.094308040686,2659.8108893356252,0,0,0,0,0,0,0,0,0,0
2020-10-08,121463.01210399595,2548.0943080406864,2702.8108893356252,0,0,0,0,0,0,0,0,0,0
2020-10-09,121314.29552270098,2552.1712311176093,2468.9442226689594,0,0,0,0,0,0,0,0,0,0
2020-10-10,121446.32894140603,2602.644308040686,1156.5275560022924,0,0,0,0,0,0,0,0,0,0
2020-10-11,122175.6123601111,1886.4776413740192,1128.9442226689591,0,0,0,0,0,0,0,0,0,0
2020-10-12,122826.14577881618,1708.2455659023215,2194.554923263374,0,0,0,0,0,0,0,0,0,0
2020-10-13,122722.96070165651,2109.2473145472177,2939.498197014403,0,0,0,0,0,0,0,0,0,0
2020-10-14,122468.60844793533,2733.826214443064,2915.0813838458675,0,0,0,0,0,0,0,0,0,0
2020-10-15,122142.37676159007,2590.233030833923,2609.6313838458673,0,0,0,0,0,0,0,0,0,0
2020-10-16,122102.99031334002,2571.5782689291614,2739.3662323307162,0,0,0,0,0,0,0,0,0,0
2020-10-17,121785.86901660514,2422.244935595828,1192.8399165412422,0,0,0,0,0,0,0,0,0,0
2020-10-18,122373.5810532036,1779.2186198063546,1023.0065832079092,0,0,0,0,0,0,0,0,0,0
2020-10-19,123001.39308980203,1651.2519531396879,2627.1510276523536,0,0,0,0,0,0,0,0,0,0
2020-10-20,122723.03845973383,2348.796397584132,2705.56769431902,0,0,0,0,0,0,0,0,0,0
2020-10-21,122511.60049633225,2492.129730917465,2689.094514242392,0,0,0,0,0,0,0,0,0,0
2020-10-22,122540.59893643949,2719.5263053664085,2741.7870960284217,0,0,0,0,0,0,0,0,0,0
2020-10-23,122351.22865859797,2554.6668181869213,2712.5673990587247,0,0,0,0,0,0,0,0,0,0
2020-10-24,122344.25232015041,2706.5759090960123,1319.0522475435735,0,0,0,0,0,0,0,0,0,0
2020-10-25,122863.77598170287,1838.575909096012,1185.0522475435735,0,0,0,0,0,0,0,0,0,0
2020-10-26,123289.29964325526,1610.575909096012,2958.0387340300595,0,0,0,0,0,0,0,0,0,0
2020-10-27,122719.04853003296,2387.787620807724,2784.53873403006,0,0,0,0,0,0,0,0,0,0
2020-10-28,122327.2974168106,2392.787620807724,2919.2442895856157,0,0,0,0,0,0,0,0,0,0
2020-10-29,121810.6296369216,2402.576509696613,2625.183683525009,0,0,0,0,0,0,0,0,0,0
2020-10-30,121579.08090465165,2396.362223982327,2608.244289585615,0,0,0,0,0,0,0,0,0,0
2020-10-31,121416.86550571503,2446.028890648994,1121.3017608499833,0,0,0,0,0,0,0,0,0,0
2020-11-01,122086.80144777459,1792.2204615302198,1088.0845194706728,0,0,0,0,0,0,0,0,0,0
2020-11-02,122815.8373898341,1816.17046153022,2716.0178528040065,0,0,0,0,0,0,0,0,0,0
2020-11-03,122329.87333189367,2216.2267115302197,2362.330352804006,0,0,0,0,0,0,0,0,0,0
2020-11-04,122126.6384406199,2160.59546153022,2371.330352804006,0,0,0,0,0,0,0,0,0,0
2020-11-05,122022.4035493461,2264.59546153022,2612.497019470673,0,0,0,0,0,0,0,0,0,0
2020-11-06,122053.04961045326,2643.1430805778386,2682.3367630604166,0,0,0,0,0,0,0,0,0,0
2020-11-07,122014.1187484835,2644.3866703214285,1184.400865624519,0,0,0,0,0,0,0,0,0,0
2020-11-08,122743.56288651374,1913.845003654762,1144.600865624519,0,0,0,0,0,0,0,0,0,0
2020-11-09,123217.807024544,1610.0518547746567,2734.609020819419,0,0,0,0,0,0,0,0,0,0
2020-11-10,122784.68059662565,2302.391683810132,2746.657000617399,0,0,0,0,0,0,0,0,0,0
2020-11-11,122598.27639092944,2560.2527949212426,1361.1570006173986,0,0,0,0,0,0,0,0,0,0
2020-11-12,123084.87218523331,1847.7527949212429,2705.907000617399,0,0,0,0,0,0,0,0,0,0
2020-11-13,122758.4679795371,2379.952794921243,2700.957000617399,0,0,0,0,0,0,0,0,0,0
2020-11-14,122615.43044050765,2557.9194615879096,1207.4570006173988,0,0,0,0,0,0,0,0,0,0
2020-11-15,123197.89290147816,1789.9194615879096,1080.707000617399,0,0,0,0,0,0,0,0,0,0
2020-11-16,123660.98036244867,1543.1277949212429,2881.040333950732,0,0,0,0,0,0,0,0,0,0
2020-11-17,122983.63449008584,2203.6944615879097,2712.040333950732,0,0,0,0,0,0,0,0,0,0
2020-11-18,122675.28861772302,2403.6944615879097,2594.540333950732,0,0,0,0,0,0,0,0,0,0
2020-11-19,122279.44274536021,2193.8437969486786,2836.1549466495553,0,0,0,0,0,0,0,0,0,0
2020-11-20,122051.78450608502,2606.6402480442225,2566.1772751981994,0,0,0,0,0,0,0,0,0,0
2020-11-21,121931.6868728704,2444.579641983616,1218.408044428969,0,0,0,0,0,0,0,0,0,0
2020-11-22,122560.42257298922,1849.91297531695,1126.1772751981996,0,0,0,0,0,0,0,0,0,0
2020-11-23,123007.15827310795,1560.2300484876816,2792.861915878598,0,0,0,0,0,0,0,0,0,0
2020-11-24,122552.04232081409,2257.2931333960414,2774.325595123881,0,0,0,0,0,0,0,0,0,0
2020-11-25,121979.96473330005,2198.2250747933404,2627.2484202746136,0,0,0,0,0,0,0,0,0,0
2020-11-26,121367.01961779295,2014.3033047675005,984.7484202746136,0,0,0,0,0,0,0,0,0,0
2020-11-27,121737.57450228582,1355.3033047675008,1558.3317536079471,0,0,0,0,0,0,0,0,0,0
2020-11-28,122695.37938677872,2515.2033047675004,775.0431153456248,0,0,0,0,0,0,0,0,0,0
2020-11-29,123105.55728714462,1190.1683841325798,578.4904837666774,0,0,0,0,0,0,0,0,0,0
2020-11-30,123763.73518751052,1130.6683841325798,3083.0317550527548,0,0,0,0,0,0,0,0,0,0
2020-12-01,122657.59858110663,1970.3087850124673,2743.123042931543,0,0,0,0,0,0,0,0,0,0
2020-12-02,122120.30326258147,2205.792251433434,2543.3240564450566,0,0,0,0,0,0,0,0,0,0
2020-12-03,121964.44938549779,2313.734094604879,2561.279393557142,0,0,0,0,0,0,0,0,0,0
2020-12-04,121629.10401281562,2256.784170492437,2706.957187789631,0,0,0,0,0,0,0,0,0,0
2020-12-05,121527.81888884705,2568.2820765761335,1169.4236820262147,0,0,0,0,0,0,0,0,0,0
2020-12-06,122100.3115426562,1741.9163358353921,1084.2986820262147,0,0,0,0,0,0,0,0,0,0
2020-12-07,122681.42919646537,1664.4314873505436,2846.245651723184,0,0,0,0,0,0,0,0,0,0
2020-12-08,122029.54381997154,2194.360275229332,2656.788562170945,0,0,0,0,0,0,0,0,0,0
2020-12-09,121617.6677718359,2244.9125140353017,2621.510130798396,0,0,0,0,0,0,0,0,0,0
2020-12-10,121262.19760605317,2266.539965015694,2689.010130798396,0,0,0,0,0,0,0,0,0,0
2020-12-11,120950.72744027051,2377.539965015694,2492.7879085761742,0,0,0,0,0,0,0,0,0,0
2020-12-12,120751.0906078211,2293.8177427934716,1202.6486228618885,0,0,0,0,0,0,0,0,0,0
2020-12-13,121282.38353727653,1734.7415523172815,1045.5736228618887,0,0,0,0,0,0,0,0,0,0
2020-12-14,121713.80146673188,1476.3248856506148,2810.0319561952215,0,0,0,0,0,0,0,0,0,0
2020-12-15,120983.26106285396,2083.4915523172813,2811.5319561952215,0,0,0,0,0,0,0,0,0,0
2020-12-16,120365.72065897603,2195.4915523172813,3439.8199996734825,0,0,0,0,0,0,0,0,0,0
2020-12-17,118994.382178175,2033.3836062587638,2867.099719695463,0,0,0,0,0,0,0,0,0,0
2020-12-18,118448.71179747564,2308.5965051632643,2814.6910450367886,0,0,0,0,0,0,0,0,0,0
2020-12-19,118082.09794358282,2449.01469114395,1169.6618783701215,0,0,0,0,0,0,0,0,0,0
2020-12-20,118767.78408968994,1855.3480244772836,1120.7729894812326,0,0,0,0,0,0,0,0,0,0
2020-12-21,119386.47023579714,1738.709135588395,2986.689198272442,0,0,0,0,0,0,0,0,0,0
2020-12-22,118617.8106859336,2232.6546484089076,2750.334441187422,0,0,0,0,0,0,0,0,0,0
2020-12-23,118058.13089315507,2190.654648408907,2581.992016944997,0,0,0,0,0,0,0,0,0,0
2020-12-24,117400.18443370989,1924.0455574998166,1668.2920169449967,0,0,0,0,0,0,0,0,0,0
2020-12-25,117139.73797426472,1410.5455574998164,816.2697947227748,0,0,0,0,0,0,0,0,0,0
2020-12-26,117510.79151481952,1187.3233352775942,942.269794722775,0,0,0,0,0,0,0,0,0,0
2020-12-27,118051.84505537435,1483.3233352775942,829.7697947227748,0,0,0,0,0,0,0,0,0,0
2020-12-28,118783.89859592917,1558.8708796872077,2432.0262534432295,0,0,0,0,0,0,0,0,0,0
2020-12-29,118455.4283543342,2091.07873912099,1291.4721183952713,0,0,0,0,0,0,0,0,0,0
2020-12-30,118689.68722862334,1609.0721691550082,1269.813294865859,0,0,0,0,0,0,0,0,0,0
2020-12-31,119032.94610291251,1613.0721691550082,1270.813294865859,0,0,0,0,0,0,0,0,0,0
2021-01-01,119372.70497720163,1610.5721691550082,1270.813294865859,0,0,0,0,0,0,0,0,0,0
2021-01-02,119712.46385149081,1610.5721691550082,1270.813294865859,0,0,0,0,0,0,0,0,0,0
2021-01-03,120302.22272577995,1623.2455387202258,380.7382494363783,0,0,0,0,0,0,0,0,0,0
2021-01-04,120577.20016553825,656.2156891946539,3565.6663100692126,0,0,0,0,0,0,0,0,0,0
2021-01-05,119742.82240898529,2878.165437938372,2560.971765919895,0,0,0,0,0,0,0,0,0,0
2021-01-06,119454.68368752005,2272.3340283192833,2635.773713971843,0,0,0,0,0,0,0,0,0,0
2021-01-07,119728.63621949834,2909.2262459501376,2961.384825082954,0,0,0,0,0,0,0,0,0,0
2021-01-08,119413.58875147664,2646.337357061249,2792.70149174962,0,0,0,0,0,0,0,0,0,0
2021-01-09,119441.12461678825,2822.8540237279153,1239.8989664970954,0,0,0,0,0,0,0,0,0,0
2021-01-10,120086.43825987767,1885.212609586501,1047.433449255716,0,0,0,0,0,0,0,0,0,0
2021-01-11,120770.21742020846,1731.212609586501,2839.7882188162735,0,0,0,0,0,0,0,0,0,0
2021-01-12,120415.17182169679,2503.7211840773903,2778.600115922383,0,0,0,0,0,0,0,0,0,0
2021-01-13,120292.15955651845,2655.087850744057,2825.5942644292427,0,0,0,0,0,0,0,0,0,0
2021-01-14,120155.14103629575,2687.892128387318,2744.7126288080535,0,0,0,0,0,0,0,0,0,0
2021-01-15,120060.16542036347,2651.2320623807173,2737.315521450259,0,0,0,0,0,0,0,0,0,0
2021-01-16,120391.68980443115,3067.8399055179725,1289.7044103391484,0,0,0,0,0,0,0,0,0,0
2021-01-17,121260.71418849888,2158.728794406861,1160.4960770058149,0,0,0,0,0,0,0,0,0,0
2021-01-18,121849.4135725666,1749.195461073528,1250.3294103391484,0,0,0,0,0,0,0,0,0,0
2021-01-19,122329.61295663433,1730.5287944068612,3202.6865531962912,0,0,0,0,0,0,0,0,0,0
2021-01-20,121811.23495974965,2684.308556311623,3232.6627436724816,0,0,0,0,0,0,0,0,0,0
2021-01-21,121217.19462520264,2639.1224091254758,2893.0513204515078,0,0,0,0,0,0,0,0,0,0
2021-01-22,120735.31588324212,2665.8853421779104,2637.4307508051093,0,0,0,0,0,0,0,0,0,0
2021-01-23,120778.93714128157,2681.0520088445774,1199.27075080511,0,0,0,0,0,0,0,0,0,0
2021-01-24,121593.13839932105,2013.9720088445772,1183.104084138443,0,0,0,0,0,0,0,0,0,0
2021-01-25,122108.50632402717,1698.472008844577,3097.479084138443,0,0,0,0,0,0,0,0,0,0
2021-01-26,121488.49924873332,2477.472008844577,2686.1695603289186,0,0,0,0,0,0,0,0,0,0
2021-01-27,121434.587929133,2633.2225264429203,2929.967179376538,0,0,0,0,0,0,0,0,0,0
2021-01-28,121024.30160953275,2519.680859776254,2737.0133332226915,0,0,0,0,0,0,0,0,0,0
2021-01-29,120829.72362326577,2544.839193109587,2761.1830523924104,0,0,0,0,0,0,0,0,0,0
2021-01-30,120847.5503989036,2780.4357539561474,1220.1089783183374,0,0,0,0,0,0,0,0,0,0
2021-01-31,121618.37717454143,1990.9357539561486,1133.1089783183374,0,0,0,0,0,0,0,0,0,0
2021-02-01,122221.20395017922,1735.9357539561486,3253.2143704751998,0,0,0,0,0,0,0,0,0,0
2021-02-02,121481.84200032685,2516.3274206228143,2566.0356331606013,0,0,0,0,0,0,0,0,0,0
2021-02-03,121471.18838380778,2565.3460876798013,2921.5597041988526,0,0,0,0,0,0,0,0,0,0
2021-02-04,121440.53476728873,2893.3460876798013,2389.333037532186,0,0,0,0,0,0,0,0,0,0
2021-02-05,121453.21448410301,2395.3460876798017,2750.3052597544083,0,0,0,0,0,0,0,0,0,0
2021-02-06,121412.96920091729,2710.05997656869,1247.455259754409,0,0,0,0,0,0,0,0,0,0
2021-02-07,122164.57391773158,1999.0599765686907,1117.955259754409,0,0,0,0,0,0,0,0,0,0
2021-02-08,122684.67863454585,1638.0599765686907,3115.2541103291214,0,0,0,0,0,0,0,0,0,0
2021-02-09,122124.6511674521,2555.2266432353567,2916.4461738211844,0,0,0,0,0,0,0,0,0,0
2021-02-10,121870.77965273928,2662.5746591083725,2764.6128404878514,0,0,0,0,0,0,0,0,0,0
2021-02-11,121680.77480469314,2574.607992441706,2589.7239515989622,0,0,0,0,0,0,0,0,0,0
2021-02-12,121459.99217886923,2369.8302146639285,2444.541411916423,0,0,0,0,0,0,0,0,0,0
2021-02-13,121489.4714578072,2474.020690854404,1092.361924736936,0,0,0,0,0,0,0,0,0,0
2021-02-14,122210.24689059134,1813.1373575210716,1166.6952580702693,0,0,0,0,0,0,0,0,0,0
2021-02-15,122424.68899004215,1381.8040241877386,1318.861924736936,0,0,0,0,0,0,0,0,0,0
2021-02-16,122602.08347044533,1497.2564051401193,2272.361924736936,0,0,0,0,0,0,0,0,0,0
2021-02-17,122295.97318894375,1963.251643235357,2362.973606042588,0,0,0,0,0,0,0,0,0,0
2021-02-18,122026.4292931855,2128.7884652446483,2372.7200244015985,0,0,0,0,0,0,0,0,0,0
2021-02-19,121757.3241229174,2095.1148541335374,2798.2200244015985,0,0,0,0,0,0,0,0,0,0
2021-02-20,121745.88561931603,2786.781520800205,1109.6533577349321,0,0,0,0,0,0,0,0,0,0
2021-02-21,122607.69156015909,1972.359298577982,1162.5533577349322,0,0,0,0,0,0,0,0,0,0
2021-02-22,123268.49750100213,1809.0023942063865,3159.813101242237,0,0,0,0,0,0,0,0,0,0
2021-02-23,122943.63494436366,2833.986258889489,3176.1861171152527,0,0,0,0,0,0,0,0,0,0
2021-02-24,122700.67953058236,2934.105703333933,3244.2480218771575,0,0,0,0,0,0,0,0,0,0
2021-02-25,122479.68125965816,3022.11979703593,3081.9724950060195,0,0,0,0,0,0,0,0,0,0
2021-02-26,122390.63211054896,2996.9035439166064,3075.2988468719755,0,0,0,0,0,0,0,0,0,0
2021-02-27,122356.23680759358,3040.9035439166064,1313.6834622565912,0,0,0,0,0,0,0,0,0,0
2021-02-28,123222.76458156129,2183.1535439166064,1222.625769948899,0,0,0,0,0,0,0,0,0,0
2021-03-01,123865.29235552899,1865.1535439166066,3606.5538745240624,0,0,0,0,0,0,0,0,0,0
2021-03-02,122886.68038590695,2718.347133660196,3139.9591032822323,0,0,0,0,0,0,0,0,0,0
2021-03-03,122618.06841628494,2869.5971336601965,3276.0483889965185,0,0,0,0,0,0,0,0,0,0
2021-03-04,122469.59930380575,3127.5792765173396,3401.261138935371,0,0,0,0,0,0,0,0,0,0
2021-03-05,121986.16208337134,3107.4380304919023,3150.390402441473,0,0,0,0,0,0,0,0,0,0
2021-03-06,121826.69455990658,2991.0895456434173,1413.5570691081393,0,0,0,0,0,0,0,0,0,0
2021-03-07,122614.2270364419,2201.089545643417,1174.5570691081393,0,0,0,0,0,0,0,0,0,0
2021-03-08,123409.75951297715,1970.0895456434173,3423.55706910814,0,0,0,0,0,0,0,0,0,0
2021-03-09,122828.45865617911,2842.2562123100843,4073.523905842833,0,0,0,0,0,0,0,0,0,0
2021-03-10,122488.72667693207,3733.7919265957985,2063.2530725095,0,0,0,0,0,0,0,0,0,0
2021-03-11,122479.24469768503,2053.771093262465,3240.934890691318,0,0,0,0,0,0,0,0,0,0
2021-03-12,122277.8809002562,3037.5915014257303,2913.0331291737025,0,0,0,0,0,0,0,0,0,0
2021-03-13,122268.05775323384,2903.0001056081437,1527.4439368740589,0,0,0,0,0,0,0,0,0,0
2021-03-14,122972.7135243952,2227.2247080354296,1343.7821186922406,0,0,0,0,0,0,0,0,0,0
2021-03-15,123407.01237247967,1777.4143001100222,3279.4210075811284,0,0,0,0,0,0,0,0,0,0
2021-03-16,122740.22788723077,2614.414300110022,3151.7044671770886,0,0,0,0,0,0,0,0,0,0
2021-03-17,122513.62940676656,2925.6059867128924,3299.932109453511,0,0,0,0,0,0,0,0,0,0
2021-03-18,121893.46385313165,2675.66614844294,3191.115428492962,0,0,0,0,0,0,0,0,0,0
2021-03-19,121559.00701161791,2856.658586979247,2936.159555664825,0,0,0,0,0,0,0,0,0,0
2021-03-20,121695.07775310666,3072.2302971535587,1473.8834362618402,0,0,0,0,0,0,0,0,0,0
2021-03-21,122463.22312146108,2239.362137949579,1211.0599068500753,0,0,0,0,0,0,0,0,0,0
2021-03-22,123221.36848981549,1972.028804616246,3416.2849514133545,0,0,0,0,0,0,0,0,0,0
2021-03-23,122617.90022180621,2812.8166834041244,3135.0349514133545,0,0,0,0,0,0,0,0,0,0
2021-03-24,122378.68195379703,2895.816683404124,3258.9099514133545,0,0,0,0,0,0,0,0,0,0
2021-03-25,122074.58868578778,2952.856683404124,3159.5329460657617,0,0,0,0,0,0,0,0,0,0
2021-03-26,121714.11551581777,2799.0597760957467,3037.9912793990948,0,0,0,0,0,0,0,0,0,0
2021-03-27,121691.89234584775,3016.76810942908,1344.4912793990952,0,0,0,0,0,0,0,0,0,0
2021-03-28,122620.66917587775,2273.2681094290797,1343.9395552611643,0,0,0,0,0,0,0,0,0,0
2021-03-29,123191.67014383874,1915.9232818428732,3376.9937424532823,0,0,0,0,0,0,0,0,0,0
2021-03-30,122530.6711117998,2716.9286009918096,3147.755531053807,0,0,0,0,0,0,0,0,0,0
2021-03-31,122323.45881542891,2946.464287314518,3106.676583685386,0,0,0,0,0,0,0,0,0,0
2021-04-01,122073.24651905803,2856.464287314518,3403.6540836853865,0,0,0,0,0,0,0,0,0,0
2021-04-02,121550.32588935387,2938.9434539811846,2536.7926551139576,0,0,0,0,0,0,0,0,0,0
2021-04-03,121704.07192631632,2690.538692076423,1387.0426551139578,0,0,0,0,0,0,0,0,0,0
2021-04-04,122442.81796327877,2125.7886920764226,1233.0426551139576,0,0,0,0,0,0,0,0,0,0
2021-04-05,123186.56400024123,1976.7886920764226,3345.7926551139576,0,0,0,0,0,0,0,0,0,0
2021-04-06,122763.5600372037,2922.7886920764226,3390.7926551139576,0,0,0,0,0,0,0,0,0,0
2021-04-07,122444.55607416616,3067.082809723481,3450.653766225069,0,0,0,0,0,0,0,0,0,0
2021-04-08,122120.19100001754,3126.2886920764226,3355.320432891735,0,0,0,0,0,0,0,0,0,0
2021-04-09,121860.32592586888,3096.2886920764226,3036.7251947964974,0,0,0,0,0,0,0,0,0,0
2021-04-10,122041.12751838687,3217.5267873145176,1479.2251947964974,0,0,0,0,0,0,0,0,0,0
2021-04-11,122724.92911090494,2163.0267873145176,1320.0823376536405,0,0,0,0,0,0,0,0,0,0
2021-04-12,123472.15927485151,2067.312501600232,3389.807562878865,0,0,0,0,0,0,0,0,0,0
2021-04-13,122791.84439375304,2709.492681780412,3322.807562878865,0,0,0,0,0,0,0,0,0,0
2021-04-14,122492.52951265464,3020.8260151137456,3162.807562878865,0,0,0,0,0,0,0,0,0,0
2021-04-15,122262.67296488947,2932.9510151137456,3203.557562878865,0,0,0,0,0,0,0,0,0,0
2021-04-16,122022.06641712436,2962.9510151137456,3075.1844810360803,0,0,0,0,0,0,0,0,0,0
2021-04-17,121602.31389192291,3005.657203402462,1310.1597286039125,0,0,0,0,0,0,0,0,0,0
