date,population,admission,release,los_1_day,los_2-3_days,los_4-7_days,los_8-14_days,los_15-30_days,los_31-60_days,los_61-90_days,los_91-182_days,los_183-365_days,los_365+_days
2020-05-18,97274.3107921486,1392.1642483893838,2292.0215106086016,0,0,0,0,0,0,0,0,0,0
2020-05-19,96798.09826677146,1818.7097788822828,1962.41039949749,0,0,0,0,0,0,0,0,0,0
2020-05-20,96931.39764615627,2095.3645407870445,2091.4756592377503,0,0,0,0,0,0,0,0,0,0
2020-05-21,99008.99962294362,1946.9553856021278,2087.751518101109,0,0,0,0,0,0,0,0,0,0
2020-05-22,98902.79309712256,2045.2949922799964,1964.4822873318785,0,0,0,0,0,0,0,0,0,0
2020-05-23,99097.42558229044,2160.7807065657103,1100.2735460731371,0,0,0,0,0,0,0,0,0,0
2020-05-24,99791.71564321591,1796.8636069986112,1158.4132896628807,0,0,0,0,0,0,0,0,0,0
2020-05-25,100214.69373832941,1582.1413847763881,1127.0299563295475,0,0,0,0,0,0,0,0,0,0
2020-05-26,100647.64326201436,1560.6461466811502,2510.521622996214,0,0,0,0,0,0,0,0,0,0
2020-05-27,100251.67763418412,2069.375530960535,2021.3795960416876,0,0,0,0,0,0,0,0,0,0
2020-05-28,100189.16680691291,1986.0610764627468,2315.233716920808,0,0,0,0,0,0,0,0,0,0
2020-05-29,100026.2288401145,2152.1528929795636,2202.876574063665,0,0,0,0,0,0,0,0,0,0
2020-05-30,99994.98134950659,2171.4624167890875,1104.9599073969985,0,0,0,0,0,0,0,0,0,0
2020-05-31,100596.33385889867,1706.3124167890871,1198.5075264446173,0,0,0,0,0,0,0,0,0,0
2020-06-01,100984.4482730527,1585.955273931944,2583.0548948656706,0,0,0,0,0,0,0,0,0,0
2020-06-02,100248.11531878561,1847.233051709722,2199.045803956579,0,0,0,0,0,0,0,0,0,0
2020-06-03,99977.58034431655,1925.5381022147724,2480.2723191080945,0,0,0,0,0,0,0,0,0,0
2020-06-04,99747.49645209851,2190.3867213717012,1958.287857530716,0,0,0,0,0,0,0,0,0,0
2020-06-05,99683.5148492743,1895.6911031913507,2190.9869917298506,0,0,0,0,0,0,0,0,0,0
2020-06-06,99886.57610359296,2394.21491271516,1051.5918868347453,0,0,0,0,0,0,0,0,0,0
2020-06-07,100556.28770756198,1721.3034908037382,1098.4288831717417,0,0,0,0,0,0,0,0,0,0
2020-06-08,103079.25663753826,1504.8934753661415,2614.0463752609735,0,0,0,0,0,0,0,0,0,0
2020-06-09,102779.83312863305,2228.187687278487,2890.2464970019773,0,0,0,0,0,0,0,0,0,0
2020-06-10,103572.39642663003,2786.2782054563145,2464.572642179954,0,0,0,0,0,0,0,0,0,0
2020-06-11,103562.80470826935,2454.437334075674,2593.7996406716584,0,0,0,0,0,0,0,0,0,0
2020-06-12,103609.71200951649,2648.5540007423406,2319.310611340918,0,0,0,0,0,0,0,0,0,0
2020-06-13,103430.39754767824,2136.8648363713583,1064.6641466944534,0,0,0,0,0,0,0,0,0,0
2020-06-14,104203.47399493089,1838.6405939471158,1034.6197022500091,0,0,0,0,0,0,0,0,0,0
2020-06-15,104970.66155329467,1676.4457887523106,2642.743078873386,0,0,0,0,0,0,0,0,0,0
2020-06-16,104646.36859217795,2315.1167844233064,2464.1597455400524,0,0,0,0,0,0,0,0,0,0
2020-06-17,104702.83674217231,2375.5251807331174,2400.4097455400524,0,0,0,0,0,0,0,0,0,0
2020-06-18,104598.51917788092,2296.092181248703,2429.5174750086517,0,0,0,0,0,0,0,0,0,0
2020-06-19,104629.89146866204,2460.389765789766,2523.850808341985,0,0,0,0,0,0,0,0,0,0
2020-06-20,104635.5970927765,2489.3641247641253,1086.9067523979288,0,0,0,0,0,0,0,0,0,0
2020-06-21,105336.60166793989,1787.9113275613277,986.9067523979289,0,0,0,0,0,0,0,0,0,0
2020-06-22,106089.6062431033,1739.9113275613277,2771.378974620151,0,0,0,0,0,0,0,0,0,0
2020-06-23,105703.97940801029,2387.1688061938066,2521.629371445548,0,0,0,0,0,0,0,0,0,0
2020-06-24,105660.45574752045,2485.930710955711,3777.954371445548,0,0,0,0,0,0,0,0,0,0
2020-06-25,105510.43208703063,3627.041822066822,2708.96925543796,0,0,0,0,0,0,0,0,0,0
2020-06-26,105421.46339841037,2621.500566817702,2277.1250958586834,0,0,0,0,0,0,0,0,0,0
2020-06-27,105565.36552925681,2423.9946937217237,1121.592562875282,0,0,0,0,0,0,0,0,0,0
2020-06-28,106261.10099343657,1815.9946937217233,1027.5403743230936,0,0,0,0,0,0,0,0,0,0
2020-06-29,106883.19251822241,1648.6318991089288,2642.8239339007705,0,0,0,0,0,0,0,0,0,0
2020-06-30,106505.81383184687,2269.2197573291396,2434.3484437046923,0,0,0,0,0,0,0,0,0,0
2020-07-01,106495.72681213796,2424.2614239958066,2768.4134009696495,0,0,0,0,0,0,0,0,0,0
2020-07-02,106131.62953601882,2404.5725351069177,2575.1092051654537,0,0,0,0,0,0,0,0,0,0
2020-07-03,105882.94135080877,2326.4210199554022,1283.942538498787,0,0,0,0,0,0,0,0,0,0
2020-07-04,106524.4198322654,1925.4210199554022,965.9425384987871,0,0,0,0,0,0,0,0,0,0
2020-07-05,107450.27331372199,1891.7960199554025,980.4425384987871,0,0,0,0,0,0,0,0,0,0
2020-07-06,108250.04987210169,1780.2190968784796,2922.0384980947465,0,0,0,0,0,0,0,0,0,0
2020-07-07,107566.61430926927,2238.6029352623177,2694.7184980947463,0,0,0,0,0,0,0,0,0,0
2020-07-08,107543.34874643685,2672.9329352623176,2914.1627838090317,0,0,0,0,0,0,0,0,0,0
2020-07-09,108590.5474693187,3960.3615066908887,2758.218339364588,0,0,0,0,0,0,0,0,0,0
2020-07-10,108503.35730331166,2671.0281733575557,2292.5314706777194,0,0,0,0,0,0,0,0,0,0
2020-07-11,108625.14693528446,2414.730193559576,1037.34056158681,0,0,0,0,0,0,0,0,0,0
2020-07-12,109515.3365672572,1927.530193559576,1021.3405615868102,0,0,0,0,0,0,0,0,0,0
2020-07-13,110233.52619922996,1738.580193559576,3391.901167647416,0,0,0,0,0,0,0,0,0,0
2020-07-14,109696.64007362697,2855.0150420444247,2582.674244570493,0,0,0,0,0,0,0,0,0,0
2020-07-15,109785.6308711009,2672.655042044425,2865.7804061866545,0,0,0,0,0,0,0,0,0,0
2020-07-16,109807.16951546476,2888.1960558981323,2656.9885039712226,0,0,0,0,0,0,0,0,0,0
2020-07-17,109674.64961641132,2527.3019382510734,2545.8218373045565,0,0,0,0,0,0,0,0,0,0
2020-07-18,109657.1297173578,2528.8019382510734,1052.266281749001,0,0,0,0,0,0,0,0,0,0
2020-07-19,110538.49870719323,1933.1352715844064,1036.5857261934455,0,0,0,0,0,0,0,0,0,0
2020-07-20,111214.7704748064,1712.8574938066286,3449.8507031519703,0,0,0,0,0,0,0,0,0,0
2020-07-21,110732.26804887124,2970.505727293572,1856.796614767237,0,0,0,0,0,0,0,0,0,0
2020-07-22,110735.7497138451,1861.7112467740913,2611.134343704966,0,0,0,0,0,0,0,0,0,0
2020-07-23,110713.25518834278,2586.700424263269,3093.449278769901,0,0,0,0,0,0,0,0,0,0
2020-07-24,110594.47819530802,2976.17228573513,2007.9492787699012,0,0,0,0,0,0,0,0,0,0
2020-07-25,110789.42342449546,2201.838952401797,1124.605261675884,0,0,0,0,0,0,0,0,0,0
