count,sync,Accel_X,Accel_Y,Accel_Z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,Tilt_(degrees),Tilt_Cosine
773,105,-6,1,8,2937,195,80,4830,-5865,-2,21.661163699206043,0.9293829803081277
774,109,-6,1,8,2941,202,73,4830,-5825,-2,21.723209651409423,0.9289827165014559
775,113,-7,2,7,2941,202,73,4837,-5765,-2,21.78500620461166,0.9285829787436518
776,117,-7,2,7,2945,209,64,4862,-5737,-2,21.84847968690748,0.9281712690251495
777,121,-4,0,7,2945,209,64,4815,-5722,-1,21.91171703543752,0.9277599581806774
778,125,-4,0,7,2946,214,53,4815,-5722,-1,21.97611215122085,0.92733995556398
779,129,-4,0,7,2946,214,53,4810,-5702,-1,22.0402914984516,0.9269201947446386
780,133,-5,2,9,2945,218,40,4815,-5677,-1,22.105449176218738,0.9264928454717861
781,137,-5,2,9,2945,218,40,4805,-5585,-1,22.170419224188702,0.9260655337791631
782,141,-2,5,6,2943,218,28,4790,-5550,0,22.235304959723155,0.9256375881748449
783,145,-2,5,6,2943,218,28,4790,-5550,0,22.30002695222353,0.9252095398875894
784,149,-2,5,6,2939,216,16,4770,-5575,-1,22.364198488159975,0.9247839665531974
785,153,-2,0,4,2939,216,16,4765,-5485,0,22.428231006454705,0.9243581588653076
786,157,-2,0,4,2933,212,6,4790,-5520,0,22.49119556360759,0.9239383271899605
787,161,-14,4,5,2933,212,6,4795,-5490,0,22.554038614613674,0.9235181931048835
788,165,-14,4,5,2924,207,-6,4795,-5490,0,22.615700535324063,0.9231048755284293
789,169,-14,4,5,2924,207,-6,4760,-5447,0,22.677268767257406,0.9226911192266665
790,173,1,1,6,2916,201,-18,4760,-5372,0,22.737501046684734,0.9222853099064057
791,177,1,1,6,2916,201,-18,4755,-5485,0,22.797669188263487,0.9218789150911477
792,181,-18,7,5,2907,194,-31,4755,-5485,0,22.8564068297833,0.9214812016669262
793,185,-18,7,5,2907,194,-31,4745,-5260,1,22.91511637579986,0.9210827107291583
794,189,-18,7,5,2898,185,-45,4745,-5260,1,22.97203776020402,0.9206954335673292
795,193,-7,2,5,2898,185,-45,4730,-5137,1,23.02897489177959,0.9203071401868335
796,197,-7,2,5,2891,175,-58,4730,-5132,1,23.083948030670097,0.9199313782774071
797,201,-3,1,8,2891,175,-58,4745,-5060,1,23.138979345075352,0.9195543705128081
798,205,-3,1,8,2886,163,-71,4745,-5060,1,23.19165170513681,0.9191927288958487
799,209,-20,7,5,2886,163,-71,4755,-5030,1,23.244429380030816,0.9188295850381544
800,213,-20,7,5,2882,148,-82,4765,-4947,2,23.294006417664715,0.9184877534411939

